11.4933938,16.8282114,-20.0840192,7
-1.7259704,-5.6486304,17.8088764,7
2.0790098,2.745862,11.7287534,7
-0.1176798,-1.6082906,10.6304086,7
-2.0005566,-1.765197,15.3768272,7
-2.3143694,-1.569064,13.4547238,7
-0.6668522,1.6867438,9.0613446,7
1.4121576,-0.0392266,7.1000146,7
2.9027684,0.4314926,6.9038816,7
3.92266,1.0591182,6.7077486,7
4.5502856,0.392266,7.060788,7
3.4127142,-0.4314926,8.237586,7
2.3143694,-0.4707192,9.1397978,7
1.765197,-0.2353596,9.3359308,7
1.3337044,-0.1569064,9.4536106,7
1.2552512,-0.1176798,9.4536106,7
1.4513842,0.0,9.2967042,7
1.8044236,0.0,8.9436648,7
2.157463,0.3138128,8.5513988,7
2.3928226,0.4707192,8.2768126,7
2.4712758,0.4707192,8.1983594,7
2.353596,0.6668522,8.237586,7
2.2359162,0.5491724,8.3552658,7
1.96133,0.392266,8.629852,7
1.8828768,0.3138128,8.7083052,7
1.8436502,0.2353596,8.5513988,7
2.0005566,0.0,8.629852,7
1.8436502,0.0,8.7083052,7
1.7259704,0.0392266,9.1005712,7
1.7259704,-0.1569064,9.022118,7
1.8828768,-0.0784532,8.9044382,7
2.0790098,-0.0784532,8.5513988,7
2.0790098,-0.1176798,8.5513988,7
2.0005566,-0.2745862,8.629852,7
1.8436502,-0.3530394,8.9044382,7
1.6475172,-0.6668522,9.0613446,7
1.4513842,-0.6276256,9.1397978,7
1.3337044,-0.6668522,9.4536106,7
1.372931,-0.7453054,9.5320638,7
1.569064,-0.4314926,9.2967042,7
1.8436502,-0.5099458,8.9436648,7
2.0397832,-0.3530394,8.8652116,7
2.157463,-0.2745862,8.6690786,7
2.157463,-0.1176798,8.7475318,7
2.0790098,0.0784532,8.7475318,7
2.0005566,0.3530394,8.7867584,7
1.8828768,0.3530394,8.9044382,7
1.6082906,0.6668522,8.6690786,7
1.6082906,0.8237586,8.5906254,7
1.569064,0.7060788,8.6690786,7
1.6082906,0.392266,8.629852,7
1.4906108,-0.0392266,8.5906254,7
1.6475172,-0.6668522,8.7475318,7
1.6867438,-1.3337044,8.7475318,7
1.6867438,-2.2359162,9.0613446,7
1.6475172,-3.1773546,9.5712904,7
1.6475172,-4.2756994,9.5712904,7
1.6475172,-5.099458,9.6497436,7
1.6867438,-5.8055368,9.80665,7
1.765197,-6.5508422,9.8458766,7
1.8044236,-7.256921,9.8851032,7
1.8828768,-7.4922806,9.8851032,7
1.765197,-7.3746008,9.8458766,7
1.6082906,-7.3746008,9.610517,7
1.4906108,-7.1000146,9.610517,7
1.3337044,-6.7077486,9.4536106,7
1.2944778,-6.2370294,9.2574776,7
1.2552512,-5.5701772,8.9828914,7
1.0983448,-5.099458,8.7867584,7
1.0983448,-4.3933792,8.629852,7
1.0591182,-3.530394,8.5513988,7
1.3337044,-2.8635418,8.2768126,7
1.569064,-2.1966896,7.84532,7
1.5298374,-1.3337044,7.8845466,7
1.6475172,-0.4314926,7.5707338,7
1.765197,0.1176798,7.5707338,7
1.8044236,0.8237586,7.7276402,7
1.8044236,1.4121576,7.649187,7
1.8436502,2.1966896,7.453054,7
1.7259704,3.3734876,7.2176944,7
1.765197,4.3933792,7.4138274,7
1.8436502,4.5502856,7.4138274,7
2.1182364,4.8248718,6.9038816,7
2.157463,5.3740442,6.5900688,7
2.1182364,6.080123,6.9823348,7
2.0397832,6.5900688,7.1000146,7
2.0790098,6.864655,6.7469752,7
2.0397832,6.9823348,6.7862018,7
1.8828768,7.1392412,6.9038816,7
1.6475172,7.453054,6.668522,7
1.569064,7.5315072,6.472389,7
1.6082906,7.7276402,6.276256,7
1.6082906,7.9237732,5.8447634,7
1.765197,8.041453,5.295591,7
1.8828768,7.9237732,5.099458,7
1.96133,7.9629998,4.8640984,7
1.96133,7.84532,4.4718324,7
2.0790098,7.1392412,4.314926,7
2.1182364,6.6292954,4.1580196,7
1.765197,6.3547092,4.0403398,7
1.4121576,6.1193496,4.1972462,7
1.0198916,5.7663102,3.8442068,7
1.0198916,5.2171378,3.4127142,7
0.9414384,4.707192,3.2165812,7
1.2160246,4.1972462,3.0596748,7
1.176798,3.8834334,3.1773546,7
1.0591182,3.8442068,3.0596748,7
1.0198916,4.0403398,2.941995,7
0.8237586,3.8442068,3.3734876,7
0.8629852,3.1773546,4.0403398,7
0.7060788,2.549729,4.2364728,7
0.1569064,2.353596,4.707192,7
-0.2745862,1.8828768,5.2171378,7
-0.588399,1.372931,5.8447634,7
-0.7060788,-0.5099458,6.3939358,7
-1.0983448,-0.3530394,7.3353742,7
