-3.98,0.32,8.76,1
-4.01,0.12,8.65,1
-4.07,0.1,8.57,1
-4.1,-0.06,8.63,1
-4.26,-0.65,8.66,1
-4.29,-1.37,8.48,1
-4.23,-2.02,8.61,1
-4.11,-2.02,8.33,1
-3.97,-1.7,8.17,1
-3.88,-1.56,8.27,1
-3.8,-1.63,8.13,1
-3.71,-1.57,7.89,1
-3.56,-1.41,7.79,1
-3.55,-1.86,7.55,1
-3.65,-2.5,7.32,1
-3.71,-3.09,7.07,1
-3.79,-3.74,6.88,1
-3.83,-4.96,7.0,1
-3.87,-5.44,7.32,1
-3.79,-5.71,7.91,1
-3.66,-5.9,8.48,1
-3.51,-5.6,8.7,1
-3.3,-5.38,8.32,1
-3.08,-5.8,6.27,1
-3.0,-6.02,5.72,1
-2.97,-5.94,5.88,1
-2.98,-5.7,6.63,1
-2.98,-5.67,7.65,1
-3.14,-6.01,9.59,1
-3.21,-6.22,10.32,1
-3.13,-5.66,10.97,1
-3.07,-5.01,11.34,1
-2.92,-4.52,11.22,1
-2.81,-4.19,10.81,1
-2.64,-3.99,9.6,1
-2.55,-3.68,8.94,1
-2.61,-3.87,8.25,1
-2.68,-4.76,7.73,1
-2.77,-5.25,7.72,1
-2.77,-5.08,8.18,1
-2.75,-4.35,9.86,1
-2.75,-3.97,10.12,1
-2.74,-3.49,10.06,1
-2.72,-3.06,9.86,1
-2.78,-3.05,9.53,1
-2.81,-3.27,9.18,1
-2.81,-3.59,9.33,1
-2.79,-3.54,9.37,1
-2.7,-3.36,9.3,1
-2.65,-3.02,9.12,1
-2.59,-2.62,8.88,1
-2.49,-2.3,8.85,1
-2.43,-2.03,9.08,1
-2.45,-1.89,9.29,1
3.2,0.97,8.45,1
3.22,1.21,8.3,1
3.25,1.31,8.27,1
3.23,1.0,8.32,1
3.18,0.76,8.51,1
3.12,0.48,8.63,1
3.11,0.26,8.59,1
3.06,0.13,8.58,1
3.0,0.06,8.66,1
3.0,0.19,8.67,1
3.04,0.35,8.65,1
3.11,0.54,8.64,1
3.08,0.75,8.61,1
3.09,0.95,8.62,1
3.1,1.02,8.66,1
3.03,0.79,8.72,1
2.98,0.71,8.9,1
2.98,0.7,9.13,1
2.98,0.62,9.28,1
2.98,0.51,9.35,1
2.86,0.36,9.42,1
2.82,0.26,9.59,1
2.85,0.25,9.64,1
2.87,0.31,9.47,1
2.97,0.41,9.17,1
3.02,0.52,8.91,1
3.11,0.33,8.04,1
3.12,0.29,7.47,1
3.17,0.35,7.12,1
3.21,0.38,6.97,1
3.2,0.34,7.04,1
3.13,-0.17,7.52,1
2.94,-0.44,7.78,1
2.84,-0.58,7.83,1
2.81,-0.55,7.71,1
2.79,-0.47,7.44,1
2.75,-0.51,7.07,1
2.59,-1.03,6.66,1
2.52,-1.54,6.57,1
2.42,-1.95,6.55,1
2.41,-2.07,6.35,1
2.39,-1.85,6.14,1
2.33,-1.62,6.07,1
2.34,-1.11,6.28,1
2.37,-0.66,6.68,1
2.38,-0.24,7.01,1
2.38,0.08,7.34,1
2.4,0.34,7.63,1
2.39,0.86,7.71,1
2.44,1.07,7.67,1
2.46,1.14,7.54,1
2.46,1.16,7.54,1
2.42,1.23,7.58,1
2.35,1.26,7.57,1
2.18,1.02,7.57,1
2.01,0.86,7.82,1
1.86,0.87,7.98,1
1.7,0.93,8.04,1
1.61,1.05,8.27,1
1.48,1.11,8.65,1
1.13,0.99,8.87,1
1.02,1.34,8.76,1
0.97,1.7,8.56,1
0.9,1.82,8.53,1
0.78,1.79,8.54,1
0.62,1.35,8.49,1
0.32,1.14,8.55,1
0.17,0.82,8.89,1
